_id,AnnoA,CorsoTIPO,ClasseNUMERO,ClasseNOME,SESSO,Isc
910,2020/2021,Laurea Magistrale - dm 270/04,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,M,107
911,2020/2021,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,M,103
912,2020/2021,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,M,103
913,2020/2021,Laurea Magistrale - dm 270/04,LM-83,Scienze statistiche attuariali e finanziarie,F,101
914,2020/2021,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,F,101
915,2020/2021,Laurea Magistrale - dm 270/04,LM-03,Architettura del paesaggio,M,99
916,2020/2021,Laurea Magistrale - dm 270/04,LM/DS,Scienze della difesa e della sicurezza,F,90
917,2020/2021,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,M,88
918,2020/2021,Laurea Magistrale - dm 270/04,LM-28,Ingegneria elettrica,F,85
919,2020/2021,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,F,78
920,2020/2021,Laurea Magistrale - dm 270/04,LM-43,Metodologie informatiche per le discipline umanistiche,M,68
921,2020/2021,Laurea Magistrale - dm 270/04,LM-55,Scienze cognitive,M,59
922,2020/2021,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,M,51
923,2020/2021,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,M,50
924,2020/2021,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,F,50
925,2020/2021,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,M,47
926,2020/2021,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,F,45
927,2020/2021,Laurea Magistrale - dm 270/04,LM-05,Archivistica e biblioteconomia,M,43
928,2020/2021,Laurea Magistrale - dm 270/04,LM/GASTR,Scienze economiche  e sociali della gastronomia,F,41
929,2020/2021,Laurea Magistrale - dm 270/04,LM-66,Sicurezza informatica,F,39
930,2020/2021,Laurea Magistrale - dm 270/04,LM-34,Ingegneria navale,F,39
931,2020/2021,Laurea Magistrale - dm 270/04,LM/GASTR,Scienze economiche  e sociali della gastronomia,M,34
932,2020/2021,Laurea Magistrale - dm 270/04,LM-93,Teorie e metodologie dell'e-learning e della media education,F,34
933,2020/2021,Laurea - dm 270/04,L-43,Diagnostica per la conservazione dei beni culturali,M,30
934,2020/2021,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,M,23
935,2020/2021,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,F,15
936,2020/2021,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,M,15
937,2020/2021,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,F,9
938,2020/2021,Laurea Magistrale - dm 270/04,LM-93,Teorie e metodologie dell'e-learning e della media education,M,8
939,2019/2020,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,M,23151
940,2019/2020,Laurea - dm 270/04,L-09,Ingegneria industriale,M,19622
941,2019/2020,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,F,17271
942,2019/2020,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,F,16211
943,2019/2020,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,M,13431
944,2019/2020,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,11575
945,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,F,11084
946,2019/2020,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,F,10430
947,2019/2020,Laurea - dm 270/04,L-11,Lingue e culture moderne,F,10187
948,2019/2020,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,M,10070
949,2019/2020,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,F,9253
950,2019/2020,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,M,9228
951,2019/2020,Laurea - dm 270/04,L-12,Mediazione linguistica,F,8805
952,2019/2020,Laurea - dm 270/04,L-20,Scienze della comunicazione,F,8791
953,2019/2020,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,M,7489
954,2019/2020,Laurea Magistrale - dm 270/04,LM-51,Psicologia,F,7354
955,2019/2020,Laurea - dm 270/04,L-33,Scienze economiche,M,7285
956,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,F,7186
957,2019/2020,Laurea - dm 270/04,L-10,Lettere,F,7093
958,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,M,6825
959,2019/2020,Laurea - dm 270/04,L-13,Scienze biologiche,F,6481
960,2019/2020,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,M,5982
961,2019/2020,Laurea - dm 270/04,L-09,Ingegneria industriale,F,5942
962,2019/2020,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,F,5568
963,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,F,5513
964,2019/2020,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,F,5026
965,2019/2020,Laurea - dm 270/04,L-33,Scienze economiche,F,4949
966,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,F,4913
967,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,M,4856
968,2019/2020,Laurea - dm 270/04,L-20,Scienze della comunicazione,M,4795
969,2019/2020,Laurea - dm 270/04,L-02,Biotecnologie,F,4607
970,2019/2020,Laurea - dm 270/04,L-01,Beni culturali,F,4342
971,2019/2020,Laurea - dm 270/04,L-39,Servizio sociale,F,3937
972,2019/2020,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,M,3920
973,2019/2020,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,F,3915
974,2019/2020,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,M,3903
975,2019/2020,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,F,3850
976,2019/2020,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,F,3768
977,2019/2020,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,3663
978,2019/2020,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,M,3598
979,2019/2020,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,M,3533
980,2019/2020,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,M,3168
981,2019/2020,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,F,3152
982,2019/2020,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,F,3123
983,2019/2020,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,M,3041
984,2019/2020,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,F,3040
985,2019/2020,Laurea - dm 270/04,L-10,Lettere,M,2961
986,2019/2020,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,F,2846
987,2019/2020,Laurea Magistrale - dm 270/04,LM-06,Biologia,F,2812
988,2019/2020,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,M,2785
989,2019/2020,Laurea - dm 270/04,L-13,Scienze biologiche,M,2764
990,2019/2020,Laurea - dm 270/04,L-11,Lingue e culture moderne,M,2758
991,2019/2020,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,M,2754
992,2019/2020,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,2648
993,2019/2020,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",F,2611
994,2019/2020,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,M,2518
995,2019/2020,Laurea - dm 270/04,L-40,Sociologia,F,2438
996,2019/2020,Laurea - dm 270/04,L-02,Biotecnologie,M,2355
997,2019/2020,Laurea - dm 270/04,L-15,Scienze del turismo,F,2291
998,2019/2020,Laurea - dm 270/04,L-05,Filosofia,F,2175
999,2019/2020,Laurea - dm 270/04,L-05,Filosofia,M,2159
1000,2019/2020,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,F,2149
1001,2019/2020,Laurea - dm 270/04,L-04,Disegno industriale,F,2110
1002,2019/2020,Laurea - dm 270/04,L-12,Mediazione linguistica,M,2078
1003,2019/2020,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,M,2030
1004,2019/2020,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,F,2021
1005,2019/2020,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,M,1964
1006,2019/2020,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,F,1962
1007,2019/2020,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,F,1837
1008,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,M,1816
1009,2019/2020,Laurea - dm 270/04,L-35,Scienze matematiche,M,1813
1010,2019/2020,Laurea Magistrale - dm 270/04,LM-51,Psicologia,M,1812
1011,2019/2020,Laurea - dm 270/04,L-42,Storia,M,1772
1012,2019/2020,Laurea - dm 270/04,L/SNT2,Professioni sanitarie della riabilitazione,M,1712
1013,2019/2020,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",F,1710
1014,2019/2020,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,F,1691
1015,2019/2020,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,M,1663
1016,2019/2020,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,M,1652
1017,2019/2020,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,F,1651
1018,2019/2020,Laurea Magistrale - dm 270/04,LM-87,Servizio sociale e politiche sociali,F,1642
1019,2019/2020,Laurea - dm 270/04,L-35,Scienze matematiche,F,1621
1020,2019/2020,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,F,1619
1021,2019/2020,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,M,1593
1022,2019/2020,Laurea - dm 270/04,L-01,Beni culturali,M,1589
1023,2019/2020,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,F,1554
1024,2019/2020,Laurea Magistrale - dm 270/04,LM-89,Storia dell'arte,F,1546
1025,2019/2020,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",F,1514
1026,2019/2020,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,M,1511
1027,2019/2020,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,F,1456
1028,2019/2020,Laurea Magistrale - dm 270/04,LM-18,Informatica,M,1437
1029,2019/2020,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,F,1414
1030,2019/2020,Laurea Magistrale - dm 270/04,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,F,1405
1031,2019/2020,Laurea - dm 270/04,L-17,Scienze dell'architettura,F,1388
1032,2019/2020,Laurea - dm 270/04,L-04,Disegno industriale,M,1382
1033,2019/2020,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",M,1352
1034,2019/2020,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,M,1297
1035,2019/2020,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,F,1290
1036,2019/2020,Laurea - dm 270/04,L/SNT3,Professioni sanitarie tecniche,M,1259
1037,2019/2020,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,F,1254
1038,2019/2020,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,F,1198
1039,2019/2020,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,M,1192
1040,2019/2020,Laurea Magistrale - dm 270/04,LM-20,Ingegneria aerospaziale e astronautica,M,1182
1041,2019/2020,Laurea Magistrale - dm 270/04,LM-17,Fisica,M,1168
1042,2019/2020,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,M,1165
1043,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),F,1161
1044,2019/2020,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,F,1144
1045,2019/2020,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,F,1135
1046,2019/2020,Laurea Magistrale - dm 270/04,LM-29,Ingegneria elettronica,M,1086
1047,2019/2020,Laurea Magistrale - dm 270/04,LM-06,Biologia,M,1075
1048,2019/2020,Laurea - dm 270/04,L-42,Storia,F,1024
1049,2019/2020,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,M,1022
1050,2019/2020,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,F,1018
1051,2019/2020,Laurea Magistrale - dm 270/04,LM-94,Traduzione specialistica e interpretariato,F,1010
1052,2019/2020,Laurea Magistrale - dm 270/04,LM-69,Scienze e tecnologie agrarie,M,1005
1053,2019/2020,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,M,998
1054,2019/2020,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,M,991
1055,2019/2020,Laurea - dm 270/04,L-15,Scienze del turismo,M,988
1056,2019/2020,Laurea Magistrale - dm 270/04,LM/SNT1,Scienze infermieristiche e ostetriche,F,985
1057,2019/2020,Laurea - dm 270/04,L-17,Scienze dell'architettura,M,982
1058,2019/2020,Laurea - dm 270/04,L-40,Sociologia,M,977
1059,2019/2020,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,M,975
1060,2019/2020,Laurea Magistrale - dm 270/04,LM-30,Ingegneria energetica e nucleare,M,967
1061,2019/2020,Laurea Magistrale - dm 270/04,LM-12,Design,F,940
1062,2019/2020,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,F,936
1063,2019/2020,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,F,928
1064,2019/2020,Laurea - dm 270/04,L-41,Statistica,M,897
1065,2019/2020,Laurea Magistrale - dm 270/04,LM-25,Ingegneria dell'automazione,M,882
1066,2019/2020,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,F,865
1067,2019/2020,Laurea Magistrale - dm 270/04,LM-16,Finanza,M,864
1068,2019/2020,Laurea Magistrale - dm 270/04,LM-68,Scienze e tecniche dello sport,M,847
1069,2019/2020,Laurea Magistrale - dm 270/04,LM-39,Linguistica,F,833
1070,2019/2020,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,F,816
1071,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),M,800
1072,2019/2020,Laurea Magistrale - dm 270/04,LM-88,Sociologia e ricerca sociale,F,768
1073,2019/2020,Laurea Magistrale - dm 270/04,LM-26,Ingegneria della sicurezza,M,759
1074,2019/2020,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",M,750
1075,2019/2020,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,F,744
1076,2019/2020,Laurea Magistrale - dm 270/04,LM-21,Ingegneria biomedica,M,742
1077,2019/2020,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,F,741
1078,2019/2020,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,F,710
1079,2019/2020,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,M,702
1080,2019/2020,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,M,700
1081,2019/2020,Laurea Magistrale - dm 270/04,LM-54,Scienze chimiche,M,687
1082,2019/2020,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,M,678
1083,2019/2020,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,M,666
1084,2019/2020,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,M,649
1085,2019/2020,Laurea Magistrale - dm 270/04,LM-92,Teorie della comunicazione,F,625
1086,2019/2020,Laurea Magistrale - dm 270/04,LM-40,Matematica,M,618
1087,2019/2020,Laurea - dm 270/04,L-34,Scienze geologiche,M,615
1088,2019/2020,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,F,612
1089,2019/2020,Laurea Magistrale - dm 270/04,LM-28,Ingegneria elettrica,M,612
1090,2019/2020,Laurea Magistrale - dm 270/04,LM-27,Ingegneria delle telecomunicazioni,M,611
1091,2019/2020,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,F,609
1092,2019/2020,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,M,609
1093,2019/2020,Laurea Magistrale - dm 270/04,LM-49,Progettazione e gestione dei sistemi turistici,F,608
1094,2019/2020,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,M,605
1095,2019/2020,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,F,600
1096,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-42,Medicina veterinaria,F,600
1097,2019/2020,Laurea Magistrale - dm 270/04,LM-40,Matematica,F,593
1098,2019/2020,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",M,591
1099,2019/2020,Laurea - dm 270/04,L-41,Statistica,F,579
1100,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,F,579
1101,2019/2020,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,F,567
1102,2019/2020,Laurea Magistrale - dm 270/04,LM-12,Design,M,555
1103,2019/2020,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,F,545
1104,2019/2020,Laurea Magistrale - dm 270/04,LM-70,Scienze e tecnologie alimentari,M,541
1105,2019/2020,Laurea Magistrale - dm 270/04,LM-81,Scienze per la cooperazione allo sviluppo,F,540
1106,2019/2020,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,F,537
1107,2019/2020,Laurea Magistrale - dm 270/04,LM-02,Archeologia,F,530
1108,2019/2020,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,F,528
1109,2019/2020,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,F,505
1110,2019/2020,Laurea Magistrale - dm 270/04,LM-53ante21,Scienza e ingegneria dei materiali,M,505
1111,2019/2020,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,M,486
1112,2019/2020,Laurea Magistrale - dm 270/04,LM-22,Ingegneria chimica,F,484
1113,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-46,Odontoiatria e protesi dentaria,M,483
1114,2019/2020,Laurea Magistrale - dm 270/04,LM-15,"Filologia, letterature e storia dell'antichità",F,473
1115,2019/2020,Laurea Magistrale - dm 270/04,LM-24,Ingegneria dei sistemi edilizi,M,469
1116,2019/2020,Laurea Magistrale - dm 270/04,LM-17,Fisica,F,465
1117,2019/2020,Laurea Magistrale - dm 270/04,LM-08,Biotecnologie industriali,F,448
1118,2019/2020,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,M,444
1119,2019/2020,Laurea Magistrale - dm 270/04,LM-76,Scienze economiche per l'ambiente e la cultura,F,444
1120,2019/2020,Laurea Magistrale - dm 270/04,LM/SNT2,Scienze riabilitative delle professioni sanitarie,F,439
1121,2019/2020,Laurea - dm 270/04,L/GASTR,"Scienze, culture e politiche della gastronomia",M,439
1122,2019/2020,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,M,434
1123,2019/2020,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,M,432
1124,2019/2020,Laurea - dm 270/04,L-39,Servizio sociale,M,431
1125,2019/2020,Laurea Magistrale - dm 270/04,LM-74,Scienze e tecnologie geologiche,M,422
1126,2019/2020,Laurea Magistrale - dm 270/04,LM-44,Modellistica matematico-fisica per l'ingegneria,M,413
1127,2019/2020,Laurea Magistrale - dm 270/04,LM-69,Scienze e tecnologie agrarie,F,411
1128,2019/2020,Laurea - dm 270/04,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,411
1129,2019/2020,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,M,406
1130,2019/2020,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,F,405
1131,2019/2020,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-85 bis,Scienze della formazione primaria,M,399
1132,2019/2020,Laurea - dm 270/04,L/SNT4,Professioni sanitarie della prevenzione,M,399
1133,2019/2020,Laurea Magistrale - dm 270/04,LM-82,Scienze statistiche,M,398
1134,2019/2020,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,M,389
1135,2019/2020,Laurea Magistrale - dm 270/04,LM-16,Finanza,F,388
1136,2019/2020,Laurea - dm 270/04,L/GASTR,"Scienze, culture e politiche della gastronomia",F,381
1137,2019/2020,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,F,368
